0,3843,-82,1346
0.1,3848,-72,1353
0.2,3851,-81,1349
0.3,3862,-73,1354
0.4,3861,-97,1347
0.5,3828,-72,1360
0.6,3836,-88,1346
0.7,3836,-89,1358
0.8,3842,-85,1343
0.9,3844,-74,1344
1,3850,-76,1347
1.1,3851,-92,1346
1.2,3850,-87,1356
1.3,3842,-82,1335
1.4,3835,-79,1350
1.5,3839,-73,1344
1.6,3824,-80,1345
1.7,3839,-80,1349
1.8,3839,-78,1357
1.9,3849,-88,1348
2,3844,-76,1339
2.1,4932,-402,776
2.2,330,-10281,-1546
2.3,-925,-10617,-2453
2.4,4626,1960,6246
2.5,4085,-365,4315
2.6,3733,-283,4099
2.7,1551,-2634,143
2.8,3550,-6592,3742
2.9,3873,-6635,4327
3,2641,-308,1103
3.1,3501,-42,1046
3.2,3352,-300,1801
3.3,3312,-278,1740
3.4,4204,-100,2584
3.5,3337,-119,1417
3.6,3337,-119,1417
3.7,3588,-126,1798
3.8,3896,3,1899
3.9,3711,-73,1744
4,3766,-68,1774
4.1,3666,-58,1739
4.2,3621,-77,1753
4.3,3718,-58,1756
4.4,3699,-60,1736
4.5,3699,-66,1768
4.6,3700,-64,1760
4.7,3693,-61,1757
4.8,3722,-62,1756
4.9,3686,-62,1755
5,3690,-68,1756
5.1,3685,-65,1744
5.2,3681,-68,1733
5.3,3703,-71,1756
5.4,3704,-55,1754
5.5,3700,-59,1762
5.6,3719,-78,1766
5.7,3685,-65,1756
5.8,3699,-68,1751
5.9,3694,-76,1743
6,3702,-58,1755
6.1,3706,-84,1759
6.2,3694,-69,1759
6.3,3698,-61,1765
6.4,3710,-73,1750
6.5,3701,-66,1752
6.6,3688,-76,1746
6.7,3706,-67,1751
6.8,3704,-66,1732
6.9,3690,-68,1745
7,3690,-70,1744
7.1,3686,-66,1756
7.2,3682,-68,1744
7.3,4384,-569,1816
7.4,-501,-8717,-2378
7.5,-1856,-7357,-2722
7.6,3855,1149,4903
7.7,4339,-287,3449
7.8,597,-175,-440
7.9,561,-872,-1036
8,4972,-5119,3100
8.1,2766,-109,1381
8.2,4434,-13,1525
8.3,5842,54,2347
8.4,3240,-275,1504
8.5,4173,187,2678
8.6,4160,194,2661
8.7,3825,-3,1424
8.8,3470,-177,1713
8.9,3695,-43,1896
9,3668,-37,1888
9.1,3885,-70,1705
9.2,3661,-78,1776
9.3,3664,-81,1723
9.4,3669,-81,1706
9.5,3689,-68,1715
9.6,3691,-76,1736
9.7,3710,-70,1760
9.8,3695,-71,1753
9.9,3696,-74,1729
10,3700,-85,1751
10.1,3699,-63,1739
10.2,3692,-62,1752
10.3,3706,-73,1735
10.4,3691,-78,1746
10.5,3697,-74,1722
10.6,3715,-90,1722
10.7,3688,-72,1737
10.8,3706,-91,1732
10.9,3701,-96,1748
11,3689,-78,1741
11.1,3720,-85,1725
11.2,3688,-75,1737
11.3,3690,-76,1746
11.4,3713,-77,1735
11.5,3703,-65,1748
11.6,3700,-59,1749
11.7,3716,-86,1743
11.8,3699,-72,1737
11.9,3711,-88,1727
12,3710,-80,1738
12.1,3704,-71,1742
12.2,3708,-71,1735
12.3,4758,-1131,2757
12.4,4879,-2762,2924
12.5,-1272,-4676,-2004
12.6,7179,-174,8686
12.7,3940,-280,3360
12.8,3531,-171,2864
12.9,2360,-4686,-710
13,14210,5689,14979
13.1,1177,-309,832
13.2,416,-707,649
13.3,6045,-436,1337
13.4,2550,-343,1236
13.5,4118,178,2832
13.6,4142,-235,2567
13.7,3924,89,1551
13.8,3446,-209,1588
13.9,3698,-24,1991
14,3622,-42,1891
14.1,3913,-60,1681
14.2,3716,-66,1731
14.3,3707,-73,1734
14.4,3666,-73,1716
14.5,3694,-80,1687
14.6,3730,-70,1687
14.7,3734,-69,1684
14.8,3721,-68,1687
14.9,3723,-70,1689
15,3749,-64,1660
15.1,3745,-73,1648
15.2,3713,-66,1671
15.3,3745,-71,1651
15.4,3738,-72,1651
15.5,3733,-65,1655
15.6,3732,-66,1656
15.7,3739,-77,1660
15.8,3736,-74,1668
15.9,3735,-70,1656
16,3730,-69,1657
16.1,3730,-75,1657
16.2,3743,-66,1667
16.3,3731,-66,1666
16.4,3733,-68,1685
16.5,3740,-64,1663
16.6,3735,-68,1664
16.7,3731,-73,1638
16.8,3741,-77,1674
16.9,3731,-59,1657
17,3727,-79,1663
17.1,3736,-61,1645
17.2,3735,-71,1660
17.3,3726,-61,1647
17.4,3723,-69,1658
17.5,3723,-69,1658
17.6,4487,-707,1190
17.7,962,-9828,-1814
17.8,4049,1362,2842
17.9,4238,1737,3640
18,5567,-1495,4847
18.1,1185,-1737,-79
18.2,2857,-6155,53
18.3,1214,-6357,12
18.4,4792,-200,1571
18.5,2552,520,496
18.6,4579,-296,2869
18.7,4423,-468,2544
18.8,3043,-403,2331
18.9,3441,-63,1419
19,3423,-65,1375
19.1,4051,-5,1815
19.2,3654,-69,1956
19.3,3694,-40,1955
19.4,3806,-60,1597
19.5,3619,-76,1736
19.6,3619,-76,1736
19.7,3704,-64,1679
19.8,3716,-76,1682
19.9,3716,-76,1682
20,3730,-44,1674
20.1,3741,-65,1695
20.2,3750,-76,1674
20.3,3749,-69,1665
20.4,3716,-72,1681
20.5,3720,-64,1689
20.6,3721,-66,1685
20.7,3734,-65,1670
20.8,3715,-64,1686
20.9,3724,-74,1682
21,3738,-75,1668
21.1,3721,-61,1694
21.2,3725,-71,1685
21.3,3712,-58,1688
21.4,3722,-45,1694
21.5,3721,-87,1684
21.6,3716,-55,1682
21.7,3712,-62,1689
21.8,3735,-73,1677
21.9,3735,-73,1677
22,4182,-524,1367
22.1,716,-9193,-1809
22.2,4573,684,4164
22.3,5895,-83,5782
22.4,4473,-231,3211
22.5,926,-391,52
22.6,3799,-3815,-307
22.7,3501,-5976,1078
22.8,994,9,860
22.9,840,-544,966
23,4857,-401,1953
23.1,2398,-408,1458
23.2,4252,397,2696
23.3,4242,73,2512
23.4,3931,-35,1519
23.5,3224,-179,1874
23.6,3709,-13,2125
23.7,3709,-40,2044
23.8,3875,-90,1810
23.9,3537,-72,1848
24,3672,-82,1754
24.1,3655,-88,1730
24.2,3707,-62,1732
24.3,3749,-82,1763
24.4,3726,-79,1732
24.5,3706,-82,1762
24.6,3720,-77,1726
24.7,3696,-69,1707
24.8,3708,-86,1732
24.9,3711,-71,1728
25,3716,-82,1716
25.1,3715,-79,1719
25.2,3711,-81,1736
25.3,3705,-77,1711
25.4,3715,-79,1727
25.5,3734,-61,1711
25.6,3725,-83,1729
25.7,3697,-89,1721
25.8,3698,-85,1724
25.9,3729,-70,1713
26,3729,-84,1715
26.1,3713,-61,1725
26.2,3698,-83,1714
26.3,3693,-86,1742
26.4,3700,-78,1736
26.5,3700,-73,1729
26.6,3682,-92,1728
26.7,3702,-97,1733
26.8,3701,-79,1754
26.9,4795,-589,1240
27,-262,-9093,-2490
27.1,-262,-9093,-2490
27.2,4223,1000,4993
27.3,4844,-1036,4377
27.4,1697,-530,1031
27.5,2966,-3009,678
27.6,4461,-6773,-2636
27.7,3370,-884,1988
27.8,3103,-315,1667
27.9,5356,-183,1343
28,3641,-343,1470
28.1,3641,-343,1470
28.2,4159,364,2780
28.3,3610,-30,1538
28.4,3311,-180,1917
28.5,3244,-183,1918
28.6,3645,-43,2078
28.7,3805,-89,1909
28.8,3807,-80,1912
28.9,3523,-89,1961
29,3606,-101,1871
29.1,3597,-104,1880
29.2,3598,-86,1876
29.3,3622,-77,1920
29.4,3640,-72,1920
29.5,3634,-94,1890
29.6,3628,-90,1910
29.7,3623,-81,1915
29.8,3621,-82,1933
29.9,3616,-94,1922
30,3639,-86,1931
30.1,3635,-88,1904
30.2,3611,-68,1914
30.3,3607,-92,1918
30.4,3607,-92,1918
30.5,3628,-68,1920
30.6,3620,-94,1898
30.7,3620,-79,1901
30.8,3633,-73,1914
30.9,3606,-87,1924
31,3621,-92,1912
31.1,3632,-89,1898
31.2,3619,-70,1907
31.3,3625,-99,1909
31.4,3638,-91,1908
31.5,3610,-91,1918
31.6,3617,-90,1915
31.7,4569,-1019,1533
31.8,4656,-1637,2801
31.9,-2102,-5032,-2624
32,7130,-424,9442
32.1,7883,-1648,10090
32.2,3658,-328,2486
32.3,2328,-6315,-697
32.4,3745,-3783,2584
32.5,5607,-6887,4901
32.6,1179,287,1047
32.7,5460,1575,2073
32.8,3290,986,2489
32.9,2550,-474,1695
33,3501,-95,1639
33.1,3352,-58,1478
33.2,3928,-75,1857
33.3,3698,-50,2018
33.4,3740,-56,1992
33.5,3781,-92,1685
33.6,3568,-73,1760
33.7,3588,-86,1782
33.8,3660,-90,1743
33.9,3682,-77,1719
34,3682,-77,1719
34.1,3661,-78,1770
34.2,3680,-74,1761
34.3,3680,-74,1761
34.4,3704,-91,1757
34.5,3681,-80,1759
34.6,3681,-80,1759
34.7,3696,-72,1785
34.8,3689,-99,1772
34.9,3676,-77,1777
35,3678,-65,1777
35.1,3715,-85,1749
35.2,3678,-90,1759
35.3,3686,-105,1744
35.4,3698,-89,1760
35.5,3671,-74,1771
35.6,3668,-95,1760
35.7,3684,-81,1769
35.8,3688,-83,1746
35.9,3701,-102,1754
36,3677,-75,1773
36.1,3680,-73,1763
36.2,3685,-93,1765
36.3,3715,-85,1771
36.4,3707,-86,1753
36.5,3668,-73,1769
36.6,4315,-886,1494
36.7,4315,-886,1494
36.8,-344,-10113,-3835
36.9,4449,637,6751
37,4333,-1501,4463
37.1,3433,-723,4068
37.2,1221,238,859
37.3,2910,-7353,1682
37.4,4451,-5960,1554
37.5,8275,-1811,3748
37.6,1499,339,395
37.7,4346,-127,2097
37.8,4769,-388,2076
37.9,3206,-247,1854
38,3372,-128,1342
38.1,4080,-5,1705
38.2,3946,-51,1715
38.3,3782,-58,1754
38.4,3769,-97,1579
38.5,3769,-97,1579
38.6,3660,-100,1594
38.7,3730,-88,1629
38.8,3791,-81,1610
38.9,3788,-79,1582
39,3776,-82,1618
39.1,3754,-67,1627
39.2,3759,-84,1622
39.3,3742,-68,1627
39.4,3738,-102,1625
39.5,3733,-92,1617
39.6,3743,-73,1621
39.7,3755,-96,1615
39.8,3746,-91,1614
39.9,3753,-87,1616
40,3768,-85,1616
